,Name,Arts and Humanities 2025,Business and Economics 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Geo,Industry,International Outlook,Law 2025,Life Sciences 2025,Medical and Health 2025,Overall,Physical Sciences 2025,Rank,Research Environment,Research Quality,Social Sciences 2025,Teaching,URL,World University Rankings 2026,Arts and Humanities,Business and Economics,Computer Science,Education Studies,Engineering,Law,Life Sciences,Medical and Health,Physical Sciences,Psychology,Social Sciences,Female_share,Male_share,International students,No. of FTE students,No. of students per staff,country,town,Overall_num
2615,Navoi State University,,,,,,"Navoi, Uzbekistan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/navoi-state-university,,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",Economics and Econometrics,Computer Science,Education,,Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology",,,,,,Uzbekistan,Navoi,
2616,Navoi State University of Mining and Technologies,,,,,,"Navoiy, Uzbekistan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/navoi-state-university-mining-and-technologies,,,"Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Agriculture and Forestry,,,,,,,,,,Uzbekistan,Navoiy,
2617,New Model Institute for Technology and Engineering (NMITE),,,,,,"Hereford, United Kingdom",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/new-model-institute-technology-and-engineering-nmite,,,,,,"Civil Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,,,,,,,United Kingdom,Hereford,
2618,Niigata University of Health and Welfare,,,,,,"Niigata City, Japan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/niigata-university-health-and-welfare,,,Business and Management,Computer Science,Education,,,"Biological Sciences, Sport Science",Other Health,,Psychology,Sociology,,,,,,Japan,Niigata City,
2619,Ninevah University,,,,,,"Nineveh, Iraq",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/ninevah-university,,,Business and Management,Computer Science,,Electrical and Electronic Engineering,Law,,"Medicine and Dentistry, Other Health",,,,,,,,,Iraq,Nineveh,
2620,North Borneo University College,,,,,,"Kota Kinabalu, Malaysia",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/north-borneo-university-college,,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,General Engineering,,Agriculture and Forestry,,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,"Communication and Media Studies, Geography",,,,,,Malaysia,Kota Kinabalu,
2621,Northern University,,,,,,"Khyber Pakhtunkhwa, Pakistan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/northern-university,,"Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,,,Biological Sciences,Other Health,Mathematics and Statistics,,Communication and Media Studies,,,,,,Pakistan,Khyber Pakhtunkhwa,
2622,Norwich University of the Arts,,,,,,"Norwich, United Kingdom",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/norwich-university-arts,,"Architecture, Art, Performing Art and Design",Business and Management,Computer Science,,,,,,,,,,,,,,United Kingdom,Norwich,
2623,Notre Dame of Dadiangas University,,,,,,"General Santos City, Philippines",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/notre-dame-dadiangas-university,,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management",,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering",,Biological Sciences,,Mathematics and Statistics,Psychology,Communication and Media Studies,,,,,,Philippines,General Santos City,
2624,NSBM Green University,,,,,,"Homagama, Sri Lanka",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/nsbm-green-university,,"Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,Other Health,,Psychology,Communication and Media Studies,,,,,,Sri Lanka,Homagama,
2625,Nueva Ecija University of Science and Technology (NEUST),,,,,,"Cabanatuan City, Philippines",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/nueva-ecija-university-science-and-technology-neust,,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",,,,,,Philippines,Cabanatuan City,
2626,Nueva Vizcaya State University,,,,,,"Bayombong City, Philippines",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/nueva-vizcaya-state-university,,"Languages, Literature and Linguistics",Business and Management,Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Veterinary Science",,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics",,Sociology,,,,,,Philippines,Bayombong City,
2627,Nukus Innovation Institute,,,,,,"Nukus, Uzbekistan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/nukus-innovation-institute,,"Archaeology, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,Sport Science,,"Mathematics and Statistics, Physics and Astronomy",Psychology,,,,,,,Uzbekistan,Nukus,
2628,Nusa Putra University,,,,,,"Sukabumi, Indonesia",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/nusa-putra-university,,,"Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, Mechanical and Aerospace Engineering",Law,,,,,,,,,,,Indonesia,Sukabumi,
2629,Odesa National Maritime University,,,,,,"Odesa, Ukraine",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/odesa-national-maritime-university,,,"Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, General Engineering",Law,,,,Psychology,Communication and Media Studies,,,,,,Ukraine,Odesa,
2630,Odesa Polytechnic National University,,,,,,"Odesa, Ukraine",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/odesa-polytechnic-national-university,,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Sport Science,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",,,,,,Ukraine,Odesa,
2631,Oguz Han Engineering and Technology University of Turkmenistan,,,,,,"Asgabat saher, Turkmenistan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/oguz-han-engineering-and-technology-university-turkmenistan,,"History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Politics and International Studies, Sociology",,,,,,Turkmenistan,Asgabat saher,
2632,Oman Dental College,,,,,,Oman,,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/oman-dental-college,,,,,,,,,Medicine and Dentistry,,,,,,,,,Oman,Oman,
2633,O.M. Beketov National University of Urban Economy in Kharkiv,,,,,,"Kharkiv, Ukraine",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/om-beketov-national-university-urban-economy-kharkiv,,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,"Geology, Environmental, Earth and Marine Sciences",Psychology,Sociology,,,,,,Ukraine,Kharkiv,
2634,Oran Graduate School of Economics,,,,,,"Bir El Djir, Algeria",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/oran-graduate-school-economics,,,"Accounting and Finance, Economics and Econometrics",,,,,,,,,,,,,,,Algeria,Bir El Djir,
2635,ORT Uruguay University,,,,,,"Montevideo, Uruguay",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/ort-uruguay-university,,"Architecture, Art, Performing Art and Design","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Electrical and Electronic Engineering,,Biological Sciences,,,,"Communication and Media Studies, Politics and International Studies",,,,,,Uruguay,Montevideo,
2636,Ostrogradsky National University of Kremenchuk,,,,,,"Kremenchuk, Ukraine",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/ostrogradsky-national-university-kremenchuk,,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Chemistry, Mathematics and Statistics",Psychology,Communication and Media Studies,,,,,,Ukraine,Kremenchuk,
2637,Otemon Gakuin University,,,,,,"Ibaraki City, Japan",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/otemon-gakuin-university,,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",,Education,,Law,,Other Health,,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",,,,,,Japan,Ibaraki City,
2638,Palestine Ahliya University,,,,,,"Bethlehem, Palestinian Territories",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/palestine-ahliya-university,,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering",Law,,Other Health,,,Communication and Media Studies,,,,,,Palestinian Territories,Bethlehem,
2639,Palestine Polytechnic University,,,,,,"Hebron, Palestinian Territories",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/palestine-polytechnic-university,,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,Sociology,,,,,,Palestinian Territories,Hebron,
2640,Palestine Technical University – Kadoorie,,,,,,"Tulkarm, Palestinian Territories",,,,,,,,Reporter,,,,,https://www.timeshighereducation.com/world-university-rankings/palestine-technical-university-kadoorie,,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Sociology",,,,,,Palestinian Territories,Tulkarm,
